*iec-power-symbols.txt*  Nerd Font Cheatsheets - IEC Power Symbols

===============================================================================
														   *iec-power-symbols*
Nerd Font - IEC Power Symbols ~

| Decimal | Unicode | Glyph |
| 10879   | \u2a7f  | ⩿     | *nerdfont-10879* *nerdfont-u2a7f* *nerdfont-⩿*
| 10880   | \u2a80  | ⪀     | *nerdfont-10880* *nerdfont-u2a80* *nerdfont-⪀*
| 10881   | \u2a81  | ⪁     | *nerdfont-10881* *nerdfont-u2a81* *nerdfont-⪁*
| 10882   | \u2a82  | ⪂     | *nerdfont-10882* *nerdfont-u2a82* *nerdfont-⪂*
| 10883   | \u2a83  | ⪃     | *nerdfont-10883* *nerdfont-u2a83* *nerdfont-⪃*
| 10884   | \u2a84  | ⪄     | *nerdfont-10884* *nerdfont-u2a84* *nerdfont-⪄*
| 10885   | \u2a85  | ⪅     | *nerdfont-10885* *nerdfont-u2a85* *nerdfont-⪅*
| 10886   | \u2a86  | ⪆     | *nerdfont-10886* *nerdfont-u2a86* *nerdfont-⪆*
| 10887   | \u2a87  | ⪇     | *nerdfont-10887* *nerdfont-u2a87* *nerdfont-⪇*
| 10888   | \u2a88  | ⪈     | *nerdfont-10888* *nerdfont-u2a88* *nerdfont-⪈*
| 10889   | \u2a89  | ⪉     | *nerdfont-10889* *nerdfont-u2a89* *nerdfont-⪉*
| 10890   | \u2a8a  | ⪊     | *nerdfont-10890* *nerdfont-u2a8a* *nerdfont-⪊*
| 10891   | \u2a8b  | ⪋     | *nerdfont-10891* *nerdfont-u2a8b* *nerdfont-⪋*
| 10892   | \u2a8c  | ⪌     | *nerdfont-10892* *nerdfont-u2a8c* *nerdfont-⪌*
| 10893   | \u2a8d  | ⪍     | *nerdfont-10893* *nerdfont-u2a8d* *nerdfont-⪍*
| 10894   | \u2a8e  | ⪎     | *nerdfont-10894* *nerdfont-u2a8e* *nerdfont-⪎*
| 10895   | \u2a8f  | ⪏     | *nerdfont-10895* *nerdfont-u2a8f* *nerdfont-⪏*
| 10896   | \u2a90  | ⪐     | *nerdfont-10896* *nerdfont-u2a90* *nerdfont-⪐*
| 10897   | \u2a91  | ⪑     | *nerdfont-10897* *nerdfont-u2a91* *nerdfont-⪑*
| 10898   | \u2a92  | ⪒     | *nerdfont-10898* *nerdfont-u2a92* *nerdfont-⪒*
| 10899   | \u2a93  | ⪓     | *nerdfont-10899* *nerdfont-u2a93* *nerdfont-⪓*
| 10900   | \u2a94  | ⪔     | *nerdfont-10900* *nerdfont-u2a94* *nerdfont-⪔*
| 10901   | \u2a95  | ⪕     | *nerdfont-10901* *nerdfont-u2a95* *nerdfont-⪕*
| 10902   | \u2a96  | ⪖     | *nerdfont-10902* *nerdfont-u2a96* *nerdfont-⪖*
| 10903   | \u2a97  | ⪗     | *nerdfont-10903* *nerdfont-u2a97* *nerdfont-⪗*
| 10904   | \u2a98  | ⪘     | *nerdfont-10904* *nerdfont-u2a98* *nerdfont-⪘*
| 10905   | \u2a99  | ⪙     | *nerdfont-10905* *nerdfont-u2a99* *nerdfont-⪙*
| 10906   | \u2a9a  | ⪚     | *nerdfont-10906* *nerdfont-u2a9a* *nerdfont-⪚*
| 10907   | \u2a9b  | ⪛     | *nerdfont-10907* *nerdfont-u2a9b* *nerdfont-⪛*
| 10908   | \u2a9c  | ⪜     | *nerdfont-10908* *nerdfont-u2a9c* *nerdfont-⪜*
| 10909   | \u2a9d  | ⪝     | *nerdfont-10909* *nerdfont-u2a9d* *nerdfont-⪝*
| 10910   | \u2a9e  | ⪞     | *nerdfont-10910* *nerdfont-u2a9e* *nerdfont-⪞*
| 10911   | \u2a9f  | ⪟     | *nerdfont-10911* *nerdfont-u2a9f* *nerdfont-⪟*
| 10912   | \u2aa0  | ⪠     | *nerdfont-10912* *nerdfont-u2aa0* *nerdfont-⪠*
| 10913   | \u2aa1  | ⪡     | *nerdfont-10913* *nerdfont-u2aa1* *nerdfont-⪡*
| 10914   | \u2aa2  | ⪢     | *nerdfont-10914* *nerdfont-u2aa2* *nerdfont-⪢*
| 10915   | \u2aa3  | ⪣     | *nerdfont-10915* *nerdfont-u2aa3* *nerdfont-⪣*
| 10916   | \u2aa4  | ⪤     | *nerdfont-10916* *nerdfont-u2aa4* *nerdfont-⪤*
| 10917   | \u2aa5  | ⪥     | *nerdfont-10917* *nerdfont-u2aa5* *nerdfont-⪥*
| 10918   | \u2aa6  | ⪦     | *nerdfont-10918* *nerdfont-u2aa6* *nerdfont-⪦*
| 10919   | \u2aa7  | ⪧     | *nerdfont-10919* *nerdfont-u2aa7* *nerdfont-⪧*
| 10920   | \u2aa8  | ⪨     | *nerdfont-10920* *nerdfont-u2aa8* *nerdfont-⪨*
| 10921   | \u2aa9  | ⪩     | *nerdfont-10921* *nerdfont-u2aa9* *nerdfont-⪩*
| 10922   | \u2aaa  | ⪪     | *nerdfont-10922* *nerdfont-u2aaa* *nerdfont-⪪*
| 10923   | \u2aab  | ⪫     | *nerdfont-10923* *nerdfont-u2aab* *nerdfont-⪫*
| 10924   | \u2aac  | ⪬     | *nerdfont-10924* *nerdfont-u2aac* *nerdfont-⪬*
| 10925   | \u2aad  | ⪭     | *nerdfont-10925* *nerdfont-u2aad* *nerdfont-⪭*
| 10926   | \u2aae  | ⪮     | *nerdfont-10926* *nerdfont-u2aae* *nerdfont-⪮*
| 10927   | \u2aaf  | ⪯     | *nerdfont-10927* *nerdfont-u2aaf* *nerdfont-⪯*
| 10928   | \u2ab0  | ⪰     | *nerdfont-10928* *nerdfont-u2ab0* *nerdfont-⪰*
| 10929   | \u2ab1  | ⪱     | *nerdfont-10929* *nerdfont-u2ab1* *nerdfont-⪱*
| 10930   | \u2ab2  | ⪲     | *nerdfont-10930* *nerdfont-u2ab2* *nerdfont-⪲*
| 10931   | \u2ab3  | ⪳     | *nerdfont-10931* *nerdfont-u2ab3* *nerdfont-⪳*
| 10932   | \u2ab4  | ⪴     | *nerdfont-10932* *nerdfont-u2ab4* *nerdfont-⪴*
| 10933   | \u2ab5  | ⪵     | *nerdfont-10933* *nerdfont-u2ab5* *nerdfont-⪵*
| 10934   | \u2ab6  | ⪶     | *nerdfont-10934* *nerdfont-u2ab6* *nerdfont-⪶*
| 10935   | \u2ab7  | ⪷     | *nerdfont-10935* *nerdfont-u2ab7* *nerdfont-⪷*
| 10936   | \u2ab8  | ⪸     | *nerdfont-10936* *nerdfont-u2ab8* *nerdfont-⪸*
| 10937   | \u2ab9  | ⪹     | *nerdfont-10937* *nerdfont-u2ab9* *nerdfont-⪹*
| 10938   | \u2aba  | ⪺     | *nerdfont-10938* *nerdfont-u2aba* *nerdfont-⪺*
| 10939   | \u2abb  | ⪻     | *nerdfont-10939* *nerdfont-u2abb* *nerdfont-⪻*
| 10940   | \u2abc  | ⪼     | *nerdfont-10940* *nerdfont-u2abc* *nerdfont-⪼*
| 10941   | \u2abd  | ⪽     | *nerdfont-10941* *nerdfont-u2abd* *nerdfont-⪽*
| 10942   | \u2abe  | ⪾     | *nerdfont-10942* *nerdfont-u2abe* *nerdfont-⪾*
| 10943   | \u2abf  | ⪿     | *nerdfont-10943* *nerdfont-u2abf* *nerdfont-⪿*
| 10944   | \u2ac0  | ⫀     | *nerdfont-10944* *nerdfont-u2ac0* *nerdfont-⫀*
| 10945   | \u2ac1  | ⫁     | *nerdfont-10945* *nerdfont-u2ac1* *nerdfont-⫁*
| 10946   | \u2ac2  | ⫂     | *nerdfont-10946* *nerdfont-u2ac2* *nerdfont-⫂*
| 10947   | \u2ac3  | ⫃     | *nerdfont-10947* *nerdfont-u2ac3* *nerdfont-⫃*
| 10948   | \u2ac4  | ⫄     | *nerdfont-10948* *nerdfont-u2ac4* *nerdfont-⫄*
| 10949   | \u2ac5  | ⫅     | *nerdfont-10949* *nerdfont-u2ac5* *nerdfont-⫅*
| 10950   | \u2ac6  | ⫆     | *nerdfont-10950* *nerdfont-u2ac6* *nerdfont-⫆*
| 10951   | \u2ac7  | ⫇     | *nerdfont-10951* *nerdfont-u2ac7* *nerdfont-⫇*
| 10952   | \u2ac8  | ⫈     | *nerdfont-10952* *nerdfont-u2ac8* *nerdfont-⫈*
| 10953   | \u2ac9  | ⫉     | *nerdfont-10953* *nerdfont-u2ac9* *nerdfont-⫉*
| 10954   | \u2aca  | ⫊     | *nerdfont-10954* *nerdfont-u2aca* *nerdfont-⫊*
| 10955   | \u2acb  | ⫋     | *nerdfont-10955* *nerdfont-u2acb* *nerdfont-⫋*
| 10956   | \u2acc  | ⫌     | *nerdfont-10956* *nerdfont-u2acc* *nerdfont-⫌*
| 10957   | \u2acd  | ⫍     | *nerdfont-10957* *nerdfont-u2acd* *nerdfont-⫍*
| 10958   | \u2ace  | ⫎     | *nerdfont-10958* *nerdfont-u2ace* *nerdfont-⫎*
| 10959   | \u2acf  | ⫏     | *nerdfont-10959* *nerdfont-u2acf* *nerdfont-⫏*
| 10960   | \u2ad0  | ⫐     | *nerdfont-10960* *nerdfont-u2ad0* *nerdfont-⫐*
| 10961   | \u2ad1  | ⫑     | *nerdfont-10961* *nerdfont-u2ad1* *nerdfont-⫑*
| 10962   | \u2ad2  | ⫒     | *nerdfont-10962* *nerdfont-u2ad2* *nerdfont-⫒*
| 10963   | \u2ad3  | ⫓     | *nerdfont-10963* *nerdfont-u2ad3* *nerdfont-⫓*
| 10964   | \u2ad4  | ⫔     | *nerdfont-10964* *nerdfont-u2ad4* *nerdfont-⫔*
| 10965   | \u2ad5  | ⫕     | *nerdfont-10965* *nerdfont-u2ad5* *nerdfont-⫕*
| 10966   | \u2ad6  | ⫖     | *nerdfont-10966* *nerdfont-u2ad6* *nerdfont-⫖*
| 10967   | \u2ad7  | ⫗     | *nerdfont-10967* *nerdfont-u2ad7* *nerdfont-⫗*
| 10968   | \u2ad8  | ⫘     | *nerdfont-10968* *nerdfont-u2ad8* *nerdfont-⫘*
| 10969   | \u2ad9  | ⫙     | *nerdfont-10969* *nerdfont-u2ad9* *nerdfont-⫙*
| 10970   | \u2ada  | ⫚     | *nerdfont-10970* *nerdfont-u2ada* *nerdfont-⫚*
| 10971   | \u2adb  | ⫛     | *nerdfont-10971* *nerdfont-u2adb* *nerdfont-⫛*
| 10972   | \u2adc  | ⫝̸     | *nerdfont-10972* *nerdfont-u2adc* *nerdfont-⫝̸*
| 10973   | \u2add  | ⫝     | *nerdfont-10973* *nerdfont-u2add* *nerdfont-⫝*
| 10974   | \u2ade  | ⫞     | *nerdfont-10974* *nerdfont-u2ade* *nerdfont-⫞*
| 10975   | \u2adf  | ⫟     | *nerdfont-10975* *nerdfont-u2adf* *nerdfont-⫟*
| 10976   | \u2ae0  | ⫠     | *nerdfont-10976* *nerdfont-u2ae0* *nerdfont-⫠*
| 10977   | \u2ae1  | ⫡     | *nerdfont-10977* *nerdfont-u2ae1* *nerdfont-⫡*
| 10978   | \u2ae2  | ⫢     | *nerdfont-10978* *nerdfont-u2ae2* *nerdfont-⫢*
| 10979   | \u2ae3  | ⫣     | *nerdfont-10979* *nerdfont-u2ae3* *nerdfont-⫣*
| 10980   | \u2ae4  | ⫤     | *nerdfont-10980* *nerdfont-u2ae4* *nerdfont-⫤*
| 10981   | \u2ae5  | ⫥     | *nerdfont-10981* *nerdfont-u2ae5* *nerdfont-⫥*
| 10982   | \u2ae6  | ⫦     | *nerdfont-10982* *nerdfont-u2ae6* *nerdfont-⫦*
| 10983   | \u2ae7  | ⫧     | *nerdfont-10983* *nerdfont-u2ae7* *nerdfont-⫧*
| 10984   | \u2ae8  | ⫨     | *nerdfont-10984* *nerdfont-u2ae8* *nerdfont-⫨*
| 10985   | \u2ae9  | ⫩     | *nerdfont-10985* *nerdfont-u2ae9* *nerdfont-⫩*
| 10986   | \u2aea  | ⫪     | *nerdfont-10986* *nerdfont-u2aea* *nerdfont-⫪*
| 10987   | \u2aeb  | ⫫     | *nerdfont-10987* *nerdfont-u2aeb* *nerdfont-⫫*
| 10988   | \u2aec  | ⫬     | *nerdfont-10988* *nerdfont-u2aec* *nerdfont-⫬*
| 10989   | \u2aed  | ⫭     | *nerdfont-10989* *nerdfont-u2aed* *nerdfont-⫭*
| 10990   | \u2aee  | ⫮     | *nerdfont-10990* *nerdfont-u2aee* *nerdfont-⫮*
| 10991   | \u2aef  | ⫯     | *nerdfont-10991* *nerdfont-u2aef* *nerdfont-⫯*
| 10992   | \u2af0  | ⫰     | *nerdfont-10992* *nerdfont-u2af0* *nerdfont-⫰*
| 10993   | \u2af1  | ⫱     | *nerdfont-10993* *nerdfont-u2af1* *nerdfont-⫱*
| 10994   | \u2af2  | ⫲     | *nerdfont-10994* *nerdfont-u2af2* *nerdfont-⫲*
| 10995   | \u2af3  | ⫳     | *nerdfont-10995* *nerdfont-u2af3* *nerdfont-⫳*
| 10996   | \u2af4  | ⫴     | *nerdfont-10996* *nerdfont-u2af4* *nerdfont-⫴*
| 10997   | \u2af5  | ⫵     | *nerdfont-10997* *nerdfont-u2af5* *nerdfont-⫵*
| 10998   | \u2af6  | ⫶     | *nerdfont-10998* *nerdfont-u2af6* *nerdfont-⫶*
| 10999   | \u2af7  | ⫷     | *nerdfont-10999* *nerdfont-u2af7* *nerdfont-⫷*
| 11000   | \u2af8  | ⫸     | *nerdfont-11000* *nerdfont-u2af8* *nerdfont-⫸*
| 11001   | \u2af9  | ⫹     | *nerdfont-11001* *nerdfont-u2af9* *nerdfont-⫹*
| 11002   | \u2afa  | ⫺     | *nerdfont-11002* *nerdfont-u2afa* *nerdfont-⫺*
| 11003   | \u2afb  | ⫻     | *nerdfont-11003* *nerdfont-u2afb* *nerdfont-⫻*
| 11004   | \u2afc  | ⫼     | *nerdfont-11004* *nerdfont-u2afc* *nerdfont-⫼*
| 11005   | \u2afd  | ⫽     | *nerdfont-11005* *nerdfont-u2afd* *nerdfont-⫽*
| 11006   | \u2afe  | ⫾     | *nerdfont-11006* *nerdfont-u2afe* *nerdfont-⫾*
| 11007   | \u2aff  | ⫿     | *nerdfont-11007* *nerdfont-u2aff* *nerdfont-⫿*
| 11008   | \u2b00  | ⬀     | *nerdfont-11008* *nerdfont-u2b00* *nerdfont-⬀*
| 11009   | \u2b01  | ⬁     | *nerdfont-11009* *nerdfont-u2b01* *nerdfont-⬁*
| 11010   | \u2b02  | ⬂     | *nerdfont-11010* *nerdfont-u2b02* *nerdfont-⬂*
| 11011   | \u2b03  | ⬃     | *nerdfont-11011* *nerdfont-u2b03* *nerdfont-⬃*
| 11012   | \u2b04  | ⬄     | *nerdfont-11012* *nerdfont-u2b04* *nerdfont-⬄*
| 11013   | \u2b05  | ⬅     | *nerdfont-11013* *nerdfont-u2b05* *nerdfont-⬅*
| 11014   | \u2b06  | ⬆     | *nerdfont-11014* *nerdfont-u2b06* *nerdfont-⬆*
| 11015   | \u2b07  | ⬇     | *nerdfont-11015* *nerdfont-u2b07* *nerdfont-⬇*
| 11016   | \u2b08  | ⬈     | *nerdfont-11016* *nerdfont-u2b08* *nerdfont-⬈*
| 11017   | \u2b09  | ⬉     | *nerdfont-11017* *nerdfont-u2b09* *nerdfont-⬉*
| 11018   | \u2b0a  | ⬊     | *nerdfont-11018* *nerdfont-u2b0a* *nerdfont-⬊*
| 11019   | \u2b0b  | ⬋     | *nerdfont-11019* *nerdfont-u2b0b* *nerdfont-⬋*
| 11020   | \u2b0c  | ⬌     | *nerdfont-11020* *nerdfont-u2b0c* *nerdfont-⬌*
| 11021   | \u2b0d  | ⬍     | *nerdfont-11021* *nerdfont-u2b0d* *nerdfont-⬍*
| 11022   | \u2b0e  | ⬎     | *nerdfont-11022* *nerdfont-u2b0e* *nerdfont-⬎*
| 11023   | \u2b0f  | ⬏     | *nerdfont-11023* *nerdfont-u2b0f* *nerdfont-⬏*
| 11024   | \u2b10  | ⬐     | *nerdfont-11024* *nerdfont-u2b10* *nerdfont-⬐*
| 11025   | \u2b11  | ⬑     | *nerdfont-11025* *nerdfont-u2b11* *nerdfont-⬑*
| 11026   | \u2b12  | ⬒     | *nerdfont-11026* *nerdfont-u2b12* *nerdfont-⬒*
| 11027   | \u2b13  | ⬓     | *nerdfont-11027* *nerdfont-u2b13* *nerdfont-⬓*
| 11028   | \u2b14  | ⬔     | *nerdfont-11028* *nerdfont-u2b14* *nerdfont-⬔*
| 11029   | \u2b15  | ⬕     | *nerdfont-11029* *nerdfont-u2b15* *nerdfont-⬕*
| 11030   | \u2b16  | ⬖     | *nerdfont-11030* *nerdfont-u2b16* *nerdfont-⬖*
| 11031   | \u2b17  | ⬗     | *nerdfont-11031* *nerdfont-u2b17* *nerdfont-⬗*
| 11032   | \u2b18  | ⬘     | *nerdfont-11032* *nerdfont-u2b18* *nerdfont-⬘*
| 11033   | \u2b19  | ⬙     | *nerdfont-11033* *nerdfont-u2b19* *nerdfont-⬙*
| 11034   | \u2b1a  | ⬚     | *nerdfont-11034* *nerdfont-u2b1a* *nerdfont-⬚*
| 11035   | \u2b1b  | ⬛    | *nerdfont-11035* *nerdfont-u2b1b* *nerdfont-⬛*
| 11036   | \u2b1c  | ⬜    | *nerdfont-11036* *nerdfont-u2b1c* *nerdfont-⬜*
| 11037   | \u2b1d  | ⬝     | *nerdfont-11037* *nerdfont-u2b1d* *nerdfont-⬝*
| 11038   | \u2b1e  | ⬞     | *nerdfont-11038* *nerdfont-u2b1e* *nerdfont-⬞*
| 11039   | \u2b1f  | ⬟     | *nerdfont-11039* *nerdfont-u2b1f* *nerdfont-⬟*
| 11040   | \u2b20  | ⬠     | *nerdfont-11040* *nerdfont-u2b20* *nerdfont-⬠*
| 11041   | \u2b21  | ⬡     | *nerdfont-11041* *nerdfont-u2b21* *nerdfont-⬡*
| 11042   | \u2b22  | ⬢     | *nerdfont-11042* *nerdfont-u2b22* *nerdfont-⬢*
| 11043   | \u2b23  | ⬣     | *nerdfont-11043* *nerdfont-u2b23* *nerdfont-⬣*
| 11044   | \u2b24  | ⬤     | *nerdfont-11044* *nerdfont-u2b24* *nerdfont-⬤*
| 11045   | \u2b25  | ⬥     | *nerdfont-11045* *nerdfont-u2b25* *nerdfont-⬥*
| 11046   | \u2b26  | ⬦     | *nerdfont-11046* *nerdfont-u2b26* *nerdfont-⬦*
| 11047   | \u2b27  | ⬧     | *nerdfont-11047* *nerdfont-u2b27* *nerdfont-⬧*
| 11048   | \u2b28  | ⬨     | *nerdfont-11048* *nerdfont-u2b28* *nerdfont-⬨*
| 11049   | \u2b29  | ⬩     | *nerdfont-11049* *nerdfont-u2b29* *nerdfont-⬩*
| 11050   | \u2b2a  | ⬪     | *nerdfont-11050* *nerdfont-u2b2a* *nerdfont-⬪*
| 11051   | \u2b2b  | ⬫     | *nerdfont-11051* *nerdfont-u2b2b* *nerdfont-⬫*
| 11052   | \u2b2c  | ⬬     | *nerdfont-11052* *nerdfont-u2b2c* *nerdfont-⬬*
| 11053   | \u2b2d  | ⬭     | *nerdfont-11053* *nerdfont-u2b2d* *nerdfont-⬭*
| 11054   | \u2b2e  | ⬮     | *nerdfont-11054* *nerdfont-u2b2e* *nerdfont-⬮*
| 11055   | \u2b2f  | ⬯     | *nerdfont-11055* *nerdfont-u2b2f* *nerdfont-⬯*
| 11056   | \u2b30  | ⬰     | *nerdfont-11056* *nerdfont-u2b30* *nerdfont-⬰*
| 11057   | \u2b31  | ⬱     | *nerdfont-11057* *nerdfont-u2b31* *nerdfont-⬱*
| 11058   | \u2b32  | ⬲     | *nerdfont-11058* *nerdfont-u2b32* *nerdfont-⬲*
| 11059   | \u2b33  | ⬳     | *nerdfont-11059* *nerdfont-u2b33* *nerdfont-⬳*
| 11060   | \u2b34  | ⬴     | *nerdfont-11060* *nerdfont-u2b34* *nerdfont-⬴*
| 11061   | \u2b35  | ⬵     | *nerdfont-11061* *nerdfont-u2b35* *nerdfont-⬵*
| 11062   | \u2b36  | ⬶     | *nerdfont-11062* *nerdfont-u2b36* *nerdfont-⬶*
| 11063   | \u2b37  | ⬷     | *nerdfont-11063* *nerdfont-u2b37* *nerdfont-⬷*
| 11064   | \u2b38  | ⬸     | *nerdfont-11064* *nerdfont-u2b38* *nerdfont-⬸*
| 11065   | \u2b39  | ⬹     | *nerdfont-11065* *nerdfont-u2b39* *nerdfont-⬹*
| 11066   | \u2b3a  | ⬺     | *nerdfont-11066* *nerdfont-u2b3a* *nerdfont-⬺*
| 11067   | \u2b3b  | ⬻     | *nerdfont-11067* *nerdfont-u2b3b* *nerdfont-⬻*
| 11068   | \u2b3c  | ⬼     | *nerdfont-11068* *nerdfont-u2b3c* *nerdfont-⬼*
| 11069   | \u2b3d  | ⬽     | *nerdfont-11069* *nerdfont-u2b3d* *nerdfont-⬽*
| 11070   | \u2b3e  | ⬾     | *nerdfont-11070* *nerdfont-u2b3e* *nerdfont-⬾*
| 11071   | \u2b3f  | ⬿     | *nerdfont-11071* *nerdfont-u2b3f* *nerdfont-⬿*
| 11072   | \u2b40  | ⭀     | *nerdfont-11072* *nerdfont-u2b40* *nerdfont-⭀*
| 11073   | \u2b41  | ⭁     | *nerdfont-11073* *nerdfont-u2b41* *nerdfont-⭁*
| 11074   | \u2b42  | ⭂     | *nerdfont-11074* *nerdfont-u2b42* *nerdfont-⭂*
| 11075   | \u2b43  | ⭃     | *nerdfont-11075* *nerdfont-u2b43* *nerdfont-⭃*
| 11076   | \u2b44  | ⭄     | *nerdfont-11076* *nerdfont-u2b44* *nerdfont-⭄*
| 11077   | \u2b45  | ⭅     | *nerdfont-11077* *nerdfont-u2b45* *nerdfont-⭅*
| 11078   | \u2b46  | ⭆     | *nerdfont-11078* *nerdfont-u2b46* *nerdfont-⭆*
| 11079   | \u2b47  | ⭇     | *nerdfont-11079* *nerdfont-u2b47* *nerdfont-⭇*
| 11080   | \u2b48  | ⭈     | *nerdfont-11080* *nerdfont-u2b48* *nerdfont-⭈*
| 11081   | \u2b49  | ⭉     | *nerdfont-11081* *nerdfont-u2b49* *nerdfont-⭉*
| 11082   | \u2b4a  | ⭊     | *nerdfont-11082* *nerdfont-u2b4a* *nerdfont-⭊*
| 11083   | \u2b4b  | ⭋     | *nerdfont-11083* *nerdfont-u2b4b* *nerdfont-⭋*
| 11084   | \u2b4c  | ⭌     | *nerdfont-11084* *nerdfont-u2b4c* *nerdfont-⭌*
| 11088   | \u2b50  | ⭐    | *nerdfont-11088* *nerdfont-u2b50* *nerdfont-⭐*
| 11089   | \u2b51  | ⭑     | *nerdfont-11089* *nerdfont-u2b51* *nerdfont-⭑*
| 11090   | \u2b52  | ⭒     | *nerdfont-11090* *nerdfont-u2b52* *nerdfont-⭒*
| 11091   | \u2b53  | ⭓     | *nerdfont-11091* *nerdfont-u2b53* *nerdfont-⭓*
| 11092   | \u2b54  | ⭔     | *nerdfont-11092* *nerdfont-u2b54* *nerdfont-⭔*
| 11093   | \u2b55  | ⭕    | *nerdfont-11093* *nerdfont-u2b55* *nerdfont-⭕*
| 11096   | \u2b58  | ⭘     | *nerdfont-11096* *nerdfont-u2b58* *nerdfont-⭘*

vim: ft=help
